Drug,Year,n,min_idx,max_idx,pct_left,pct_right,pct_exact
Ampicillin sulbactam,2012,145.0,-2.0,3.0,0.0,1.3793103448275863,98.62068965517241
Ampicillin sulbactam,2013,378.0,-5.0,3.0,0.5291005291005291,0.26455026455026454,99.2063492063492
Ampicillin sulbactam,2014,487.0,-5.0,3.0,0.2053388090349076,0.2053388090349076,99.58932238193019
Ampicillin sulbactam,2015,787.0,-5.0,3.0,0.12706480304955528,0.25412960609911056,99.61880559085134
Ampicillin sulbactam,2016,740.0,-5.0,3.0,1.0810810810810811,0.2702702702702703,98.64864864864865
Ampicillin sulbactam,2017,799.0,-5.0,3.0,0.5006257822277848,1.376720901126408,98.12265331664581
Ampicillin sulbactam,2018,42105.0,-3.0,6.0,12.20045125282033,23.284645529034556,64.51490321814511
Ampicillin sulbactam,2019,50494.0,-3.0,6.0,20.86980631362142,23.79688675882283,55.333306927555746
Ampicillin sulbactam,2020,52781.0,-3.0,5.0,20.501695685947595,25.920312233568897,53.577992080483504
Ampicillin sulbactam,2021,55623.0,-3.0,5.0,19.001132624993257,26.5681462704277,54.43072110457904
Ampicillin sulbactam,2022,51747.0,-3.0,5.0,19.22043789978163,25.715500415483024,55.06406168473535
Ampicillin sulbactam,2023,42062.0,-3.0,5.0,20.96191336598355,24.330749845466215,54.707336788550236
Ampicillin sulbactam,2024,39315.0,-3.0,5.0,20.409512908559073,23.530459112298104,56.06002797914282
Aztreonam,2012,10224.0,-6.0,7.0,7.942097026604069,4.293818466353677,87.76408450704226
Aztreonam,2013,15822.0,-6.0,7.0,6.7500948047023135,4.411578814309189,88.83832638098849
Aztreonam,2014,19479.0,-6.0,7.0,8.624672724472509,4.610092920581138,86.76523435494636
Aztreonam,2015,16581.0,-6.0,7.0,7.225137205234907,4.3905675170375735,88.38429527772752
Aztreonam,2016,19474.0,-6.0,7.0,6.475300400534046,4.066961076306871,89.45773852315908
Aztreonam,2017,19392.0,-6.0,7.0,10.081476897689768,5.7497937293729375,84.16872937293729
Aztreonam,2018,26734.0,-6.0,7.0,5.210593252038603,4.769207750430164,90.02019899753124
Aztreonam,2019,31541.0,-6.0,7.0,6.375828286991535,5.665641545924353,87.9585301670841
Aztreonam,2020,33301.0,-5.0,6.0,9.050779255878203,11.468124080357947,79.48109666376385
Aztreonam,2021,36096.0,-5.0,6.0,8.862477836879433,11.776928191489361,79.3605939716312
Aztreonam,2022,33823.0,-5.0,6.0,8.59769979008367,10.572687224669604,80.82961298524673
Aztreonam,2023,26218.0,-5.0,6.0,9.344724998092913,11.617972385384087,79.037302616523
Aztreonam,2024,25140.0,-5.0,6.0,11.201272871917263,11.949085123309468,76.84964200477327
Aztreonam avibactam,2012,10224.0,-6.0,7.0,23.082942097026603,0.7433489827856025,76.17370892018779
Aztreonam avibactam,2013,15822.0,-6.0,7.0,11.818986221716598,0.49298445202882063,87.68802932625458
Aztreonam avibactam,2014,19479.0,-6.0,7.0,22.085322655167104,0.3542276297551209,77.56044971507778
Aztreonam avibactam,2015,15986.0,-6.0,7.0,14.325034405104466,0.5004378831477543,85.17452771174779
Aztreonam avibactam,2016,18425.0,-6.0,7.0,13.888738127544098,0.40705563093622793,85.70420624151967
Aztreonam avibactam,2017,18608.0,-6.0,7.0,26.418744625967324,0.06986242476354257,73.51139294926914
Aztreonam avibactam,2018,24058.0,-6.0,7.0,11.734142488984952,0.4863247152714274,87.77953279574362
Aztreonam avibactam,2019,31541.0,-6.0,7.0,12.650201325259186,1.3062363273199962,86.04356234742082
Aztreonam avibactam,2020,33301.0,-6.0,6.0,10.630311402059998,3.360259451668118,86.00942914627188
Aztreonam avibactam,2021,36096.0,-6.0,6.0,10.53302304964539,3.4408244680851063,86.02615248226951
Aztreonam avibactam,2022,33823.0,-6.0,6.0,9.407799426425806,2.992046832037371,87.60015374153683
Aztreonam avibactam,2023,26218.0,-6.0,6.0,9.634602181707224,2.9941261728583415,87.37127164543443
Aztreonam avibactam,2024,25140.0,-6.0,6.0,10.747812251392205,2.8082736674622115,86.44391408114558
Cefepime,2004,5663.0,-1.0,5.0,60.58626169874625,5.226911530990641,34.18682677026311
Cefepime,2005,5163.0,-1.0,5.0,55.8396281231842,7.534379236877784,36.62599263993802
Cefepime,2006,11640.0,-1.0,5.0,55.20618556701031,8.59106529209622,36.202749140893474
Cefepime,2007,15341.0,-1.0,5.0,55.43967146861352,9.380092562414445,35.180235968972035
Cefepime,2008,20188.0,-1.0,5.0,52.08044382801664,9.926689122250842,37.99286704973252
Cefepime,2009,22751.0,-1.0,5.0,52.08562260999516,10.245703485561075,37.66867390444376
Cefepime,2010,17900.0,-1.0,5.0,52.52513966480447,12.268156424581006,35.20670391061452
Cefepime,2011,12503.0,-1.0,5.0,56.106534431736385,9.221786771174918,34.671678797088695
Cefepime,2012,21714.0,-3.0,5.0,54.22768720641061,12.931749101961868,32.84056369162752
Cefepime,2013,31351.0,-3.0,5.0,55.70157251762304,12.41427705655322,31.884150425823737
Cefepime,2014,33255.0,-3.0,5.0,48.93098782138024,13.688167192903324,37.380844985716436
Cefepime,2015,32008.0,-3.0,5.0,52.155711072231945,14.511997000749812,33.33229192701825
Cefepime,2016,36163.0,-3.0,5.0,50.477006885490695,13.793103448275861,35.72988966623344
Cefepime,2017,32905.0,-3.0,5.0,54.3412855189181,13.18340677708555,32.47530770399635
Cefepime,2018,26733.0,-3.0,5.0,43.17136123891819,14.936595219391762,41.89204354169004
Cefepime,2019,31541.0,-3.0,5.0,37.93475159316445,17.066675121270727,44.998573285564824
Cefepime,2020,33301.0,-3.0,5.0,38.11296958049308,15.51605056905198,46.370979850454944
Cefepime,2021,36096.0,-3.0,5.0,36.754765070921984,16.47828014184397,46.76695478723404
Cefepime,2022,33822.0,-3.0,5.0,38.324167701496066,14.428478505115013,47.24735379338892
Cefepime,2023,26218.0,-3.0,5.0,41.074834083454114,13.994202456327713,44.93096346021817
Cefepime,2024,25140.0,-3.0,5.0,44.31980906921241,14.86873508353222,40.81145584725537
Cefiderocol,2024,25140.0,-5.0,5.0,8.870326173428799,0.33810660302307083,90.79156722354813
Cefoperazone sulbactam,2018,29783.0,-4.0,6.0,9.915052210992847,5.530000335762012,84.55494745324513
Cefoperazone sulbactam,2019,35583.0,-4.0,6.0,8.161200573307479,7.618806733552539,84.21999269313999
Cefoperazone sulbactam,2020,37011.0,-4.0,6.0,6.506173840209668,7.181648699035422,86.31217746075491
Cefoperazone sulbactam,2021,39682.0,-4.0,6.0,5.528955193790636,7.940627992540699,86.53041681366867
Cefoperazone sulbactam,2022,36619.0,-4.0,6.0,4.2901226139435815,7.280373576558617,88.4295038094978
Cefoperazone sulbactam,2023,29042.0,-4.0,6.0,6.101508160595,8.181254734522415,85.71723710488259
Cefoperazone sulbactam,2024,27629.0,-4.0,6.0,8.20514676607912,8.509175142060878,83.28567809186
Cefoxitin,2005,7.0,1.0,4.0,57.142857142857146,0.0,42.857142857142854
Cefoxitin,2006,24.0,1.0,5.0,4.166666666666667,0.0,95.83333333333333
Cefoxitin,2007,750.0,1.0,5.0,21.333333333333332,3.2,75.46666666666667
Cefoxitin,2008,648.0,1.0,5.0,22.993827160493826,7.716049382716049,69.29012345679013
Cefoxitin,2009,830.0,1.0,5.0,29.27710843373494,3.0120481927710845,67.71084337349397
Cefoxitin,2010,687.0,1.0,5.0,36.82678311499272,7.714701601164483,55.45851528384279
Cefoxitin,2011,519.0,1.0,5.0,30.2504816955684,5.973025048169557,63.77649325626204
Cefoxitin,2012,446.0,1.0,5.0,34.75336322869955,5.829596412556054,59.417040358744394
Cefoxitin,2013,597.0,1.0,5.0,35.34338358458962,2.0100502512562812,62.6465661641541
Cefoxitin,2014,783.0,1.0,5.0,38.05874840357599,2.2988505747126435,59.642401021711365
Cefoxitin,2015,746.0,1.0,5.0,29.89276139410188,5.227882037533512,64.87935656836461
Cefoxitin,2016,646.0,1.0,5.0,32.5077399380805,4.024767801857585,63.46749226006192
Cefoxitin,2017,392.0,1.0,5.0,36.734693877551024,4.081632653061225,59.183673469387756
Cefoxitin,2018,300.0,1.0,5.0,40.0,2.0,58.0
Cefoxitin,2019,312.0,1.0,5.0,40.06410256410256,0.6410256410256411,59.294871794871796
Cefoxitin,2020,315.0,1.0,5.0,28.253968253968253,10.793650793650794,60.95238095238095
Cefoxitin,2021,186.0,1.0,5.0,13.978494623655914,8.064516129032258,77.95698924731182
Cefoxitin,2022,210.0,1.0,5.0,20.952380952380953,0.9523809523809523,78.0952380952381
Cefoxitin,2023,206.0,1.0,5.0,31.067961165048544,2.4271844660194173,66.50485436893204
Cefoxitin,2024,247.0,1.0,5.0,38.8663967611336,4.4534412955465585,56.68016194331984
Cefpodoxime,2021,1516.0,-3.0,4.0,12.532981530343008,50.989445910290236,36.477572559366756
Cefpodoxime,2022,33455.0,-3.0,4.0,10.68898520400538,52.114781049170524,37.19623374682409
Cefpodoxime,2023,25989.0,-3.0,4.0,12.012774635422678,50.979260456346914,37.007964908230406
Cefpodoxime,2024,25140.0,-3.0,4.0,10.75178997613365,48.60381861575179,40.64439140811456
Ceftaroline,2012,23080.0,-8.0,7.0,5.363951473136915,10.047660311958406,84.58838821490468
Ceftaroline,2013,34268.0,-8.0,7.0,7.056145675265554,11.045290066534376,81.89856425820007
Ceftaroline,2014,37826.0,-8.0,7.0,6.759900597472638,13.268651192301592,79.97144821022577
Ceftaroline,2015,32382.0,-8.0,7.0,4.366623432771292,11.484775492557594,84.14860107467112
Ceftaroline,2016,35386.0,-8.0,7.0,4.761770191601198,11.685412309953088,83.55281749844572
Ceftaroline,2017,35441.0,-8.0,7.0,5.626252080923225,10.755904178775994,83.61784374030078
Ceftaroline,2018,42105.0,-8.0,4.0,6.139413371333571,28.488303051894075,65.37228357677236
Ceftaroline,2019,50494.0,-8.0,4.0,5.063967996197568,30.865053273656276,64.07097873014615
Ceftaroline,2020,52781.0,-8.0,4.0,4.541406945681211,33.62384191280953,61.83475114150926
Ceftaroline,2021,55623.0,-8.0,4.0,2.957409704618593,35.391834313143846,61.65075598223756
Ceftaroline,2022,51749.0,-8.0,4.0,3.047401882161974,33.72045836634524,63.23213975149278
Ceftaroline,2023,42062.0,-8.0,4.0,4.933193856687747,32.0550615757691,63.011744567543154
Ceftaroline,2024,39315.0,-8.0,4.0,5.903599135190131,31.89113569884268,62.20526516596719
Ceftazidime,2004,1491.0,3.0,6.0,64.38631790744466,20.657276995305164,14.956405097250167
Ceftazidime,2005,1354.0,2.0,6.0,60.561299852289515,22.89512555391433,16.54357459379616
Ceftazidime,2006,3154.0,1.0,6.0,59.16296766011414,25.45973367152822,15.377298668357641
Ceftazidime,2007,4112.0,1.0,6.0,56.809338521400775,25.632295719844358,17.558365758754864
Ceftazidime,2008,5598.0,-3.0,6.0,53.715612718828154,26.3308324401572,19.953554841014647
Ceftazidime,2009,6310.0,-4.0,6.0,53.24881141045959,27.733755942947703,19.01743264659271
Ceftazidime,2010,12998.0,0.0,6.0,38.7598092014156,23.234343745191566,38.00584705339283
Ceftazidime,2011,12454.0,0.0,5.0,57.16235747550988,15.05540388630159,27.782238638188534
Ceftazidime,2012,34682.0,-6.0,7.0,18.640793495184823,23.908655786863502,57.45055071795168
Ceftazidime,2013,50173.0,-6.0,7.0,18.984314272616746,20.92759053674287,60.08809519064038
Ceftazidime,2014,52157.0,-6.0,7.0,16.049619418294764,20.229307667235464,63.72107291446977
Ceftazidime,2015,47809.0,-6.0,7.0,18.381476291074904,17.04490786253634,64.57361584638876
Ceftazidime,2016,52075.0,-6.0,7.0,18.185309649543928,15.537205952952473,66.2774843975036
Ceftazidime,2017,48954.0,-6.0,7.0,16.6830085386281,11.819258896106549,71.49773256526535
Ceftazidime,2018,27952.0,-6.0,7.0,0.3291356611333715,8.915283342873497,90.75558099599313
Ceftazidime,2019,32692.0,-6.0,7.0,0.3028263795423957,10.696806558179372,89.00036706227823
Ceftazidime,2020,34299.0,-5.0,6.0,1.352809119799411,14.612670923350535,84.03451995685005
Ceftazidime,2021,36964.0,-5.0,6.0,1.1903473650037875,14.73866464668326,84.07098798831295
Ceftazidime,2022,34307.0,-5.0,6.0,0.9094353921940129,13.959250298772846,85.13131430903314
Ceftazidime,2023,27110.0,-5.0,6.0,1.2467724087052747,14.34894872740686,84.40427886388787
Ceftazidime,2024,26014.0,-5.0,6.0,1.1032520950257554,14.380718074882756,84.51602983009148
Ceftazidime avibactam,2012,23080.0,-6.0,7.0,2.889948006932409,24.94800693240901,72.16204506065858
Ceftazidime avibactam,2013,34268.0,-6.0,7.0,1.9785222364888526,21.489436208707833,76.53204155480331
Ceftazidime avibactam,2014,37826.0,-6.0,7.0,1.8532226510865542,19.187860201977475,78.95891714693597
Ceftazidime avibactam,2015,32382.0,-6.0,7.0,3.180779445370885,14.680995614847754,82.13822493978137
Ceftazidime avibactam,2016,35386.0,-6.0,7.0,2.551856666478268,12.411688238286327,85.03645509523541
Ceftazidime avibactam,2017,35441.0,-6.0,7.0,5.0929714172850655,9.175813323551818,85.73121525916312
Ceftazidime avibactam,2018,27952.0,-6.0,7.0,4.747424155695478,2.697481396680023,92.5550944476245
Ceftazidime avibactam,2019,32692.0,-6.0,7.0,3.5390921326318368,4.643337819650068,91.81757004771809
Ceftazidime avibactam,2020,34299.0,-5.0,6.0,6.834018484503922,5.58616869296481,87.57981282253127
Ceftazidime avibactam,2021,36964.0,-5.0,6.0,5.784006059950221,6.030191537712369,88.18580240233742
Ceftazidime avibactam,2022,34306.0,-5.0,6.0,4.698886492158806,5.926077071066286,89.3750364367749
Ceftazidime avibactam,2023,27110.0,-5.0,6.0,5.8686831427517525,6.440427886388786,87.69088897085946
Ceftazidime avibactam,2024,26014.0,-5.0,6.0,5.516260475128777,6.934727454447605,87.54901207042361
Ceftolozane tazobactam,2017,18608.0,-6.0,5.0,0.048366294067067925,4.970980223559759,94.98065348237317
Ceftolozane tazobactam,2020,33301.0,-4.0,4.0,2.612534158133389,13.056664965016065,84.33080087685055
Ceftolozane tazobactam,2021,36096.0,-4.0,4.0,2.147052304964539,14.198249113475176,83.65469858156028
Ceftolozane tazobactam,2022,33822.0,-4.0,4.0,2.2056649518065163,12.79344805156407,85.00088699662942
Ceftolozane tazobactam,2023,26218.0,-4.0,4.0,2.162636356701503,12.987260660614846,84.85010298268365
Ceftolozane tazobactam,2024,25140.0,-4.0,4.0,1.988862370723946,13.154335719968179,84.85680190930788
Ceftriaxone,2004,8287.0,-5.0,6.0,32.243272595631716,19.97103897671051,47.785688427657774
Ceftriaxone,2005,7640.0,-5.0,6.0,30.327225130890053,21.75392670157068,47.91884816753927
Ceftriaxone,2006,16979.0,-5.0,6.0,27.940396960951762,21.697390894634548,50.36221214441369
Ceftriaxone,2007,22527.0,-5.0,6.0,28.610112309672836,22.79042926266258,48.59945842766458
Ceftriaxone,2008,29388.0,-5.0,6.0,25.302844698516402,25.49339866612223,49.20375663536137
Ceftriaxone,2009,33080.0,-5.0,6.0,24.474002418379687,27.551390568319228,47.97460701330109
Ceftriaxone,2010,26098.0,-5.0,6.0,23.273814085370528,29.73791095103073,46.98827496359874
Ceftriaxone,2011,18337.0,-5.0,6.0,27.218192725091345,22.969951464252603,49.81185581065605
Ceftriaxone,2012,28862.0,-6.0,6.0,19.503152934654562,29.60293811932645,50.89390894601899
Ceftriaxone,2013,40632.0,-6.0,6.0,19.420653671982674,26.065662531994487,54.51368379602284
Ceftriaxone,2014,38476.0,-8.0,6.0,20.267179540492776,26.083792494022248,53.649027965484976
Ceftriaxone,2015,39908.0,-6.0,6.0,20.8905482610003,27.986869800541246,51.12258193845845
Ceftriaxone,2016,60419.0,-6.0,6.0,26.269881990764496,28.95281285688277,44.77730515235274
Ceftriaxone,2017,55764.0,-6.0,6.0,28.269134208449895,25.93429452693494,45.79657126461517
Ceftriaxone,2018,4267.0,-6.0,2.0,42.93414576986173,0.3749707054136396,56.69088352472463
Ceftriaxone,2019,5193.0,-6.0,2.0,35.52859618717504,0.32736375890621994,64.14404005391874
Ceftriaxone,2020,4708.0,-6.0,2.0,34.60067969413764,0.2973661852166525,65.10195412064571
Ceftriaxone,2021,4454.0,-6.0,2.0,31.656937584193983,1.055231252806466,67.28783116299955
Ceftriaxone,2022,3282.0,-6.0,2.0,29.40280316879951,0.3351614868982328,70.26203534430225
Ceftriaxone,2023,3716.0,-6.0,2.0,38.99354144241119,0.45748116254036597,60.54897739504844
Ceftriaxone,2024,3363.0,-6.0,2.0,38.358608385370204,0.29735355337496283,61.344038061254835
Ciprofloxacin,2014,68.0,-10.0,0.0,2.9411764705882355,66.17647058823529,30.88235294117647
Ciprofloxacin,2018,26732.0,-3.0,2.0,52.86922040999551,25.766871165644172,21.363908424360318
Ciprofloxacin,2019,31541.0,-3.0,2.0,50.597634824514124,27.224881899749533,22.177483275736343
Ciprofloxacin,2020,33301.0,-4.0,2.0,37.74060839013843,26.11332993003213,36.14606167982944
Ciprofloxacin,2021,36096.0,-4.0,2.0,36.04277482269504,26.21343085106383,37.74379432624114
Ciprofloxacin,2022,33820.0,-4.0,2.0,37.70254287403903,23.086930810171495,39.21052631578947
Ciprofloxacin,2023,26218.0,-4.0,2.0,40.13273323670761,24.19330231138912,35.673964451903274
Ciprofloxacin,2024,25140.0,-4.0,2.0,42.80827366746221,23.906125696101828,33.28560063643596
Colistin,2014,18992.0,-4.0,3.0,0.1948188711036226,12.278854254422916,87.52632687447347
Colistin,2015,16581.0,-4.0,3.0,0.024123997346360292,11.682045714974972,88.29383028767867
Colistin,2016,19474.0,-4.0,3.0,0.3645886823456917,11.74386361302249,87.89154770463182
Colistin,2017,19392.0,-4.0,3.0,0.07735148514851485,12.783622112211221,87.13902640264027
Colistin,2018,26734.0,-4.0,3.0,1.4662975985636268,13.252786713548291,85.28091568788808
Colistin,2019,31541.0,-4.0,3.0,0.1521828730858248,11.562727878000063,88.28508924891412
Colistin,2020,33300.0,-3.0,3.0,25.615615615615617,10.861861861861861,63.52252252252252
Colistin,2021,36096.0,-3.0,3.0,15.65270390070922,10.71309840425532,73.63419769503547
Colistin,2022,33824.0,-3.0,3.0,31.007568590350047,10.368377483443709,58.624053926206244
Colistin,2023,26218.0,-3.0,3.0,37.00129681897933,10.931421161034404,52.067282019986266
Colistin,2024,25140.0,-3.0,3.0,44.47891805887033,11.782020684168655,43.739061256961016
Doripenem,2012,23080.0,-7.0,3.0,8.05892547660312,16.54679376083189,75.39428076256499
Doripenem,2013,34267.0,-7.0,3.0,8.357895351212537,14.597134269121895,77.04497037966557
Doripenem,2014,37826.0,-7.0,3.0,8.174271664992334,13.80003172421086,78.0256966107968
Doripenem,2015,32382.0,-7.0,3.0,8.501636711753443,11.064789080353282,80.43357420789327
Doripenem,2016,35386.0,-7.0,3.0,7.596224495563217,9.088340021477421,83.31543548295936
Doripenem,2017,35441.0,-7.0,3.0,9.404362179396744,7.324849750289213,83.27078807031404
Ertapenem,2012,23080.0,-9.0,4.0,3.362218370883882,24.40641247833622,72.2313691507799
Ertapenem,2013,34268.0,-9.0,4.0,1.076806349947473,23.73643048908603,75.18676316096649
Gentamicin,2014,11920.0,-3.0,5.0,75.04194630872483,14.823825503355705,10.134228187919463
Gentamicin,2015,10967.0,-4.0,5.0,7.267256314397739,12.437311935807422,80.29543174979484
Gentamicin,2016,11177.0,-4.0,5.0,3.7845575735886197,12.319942739554442,83.89549968685694
Gentamicin,2017,10804.0,-4.0,5.0,8.737504627915587,9.838948537578675,81.42354683450574
Gentamicin,2018,37838.0,-3.0,4.0,18.801205137692268,18.417992494317883,62.78080236798985
Gentamicin,2019,45306.0,-3.0,4.0,20.301946762018275,20.167306758486735,59.53074647949499
Gentamicin,2020,48073.0,-3.0,4.0,20.685207912965698,18.727768185883967,60.58702390115033
Gentamicin,2021,51169.0,-3.0,4.0,20.305262952178076,18.657781078387305,61.036955969434615
Gentamicin,2022,48467.0,-3.0,4.0,20.774960282253904,17.180762168073123,62.04427754967298
Gentamicin,2023,38346.0,-3.0,4.0,22.062275074323267,16.995253742241694,60.94247118343504
Gentamicin,2024,35952.0,-3.0,4.0,19.23676012461059,17.44270137961727,63.32053849577214
Imipenem,2004,7835.0,-4.0,4.0,12.71218889597958,4.773452456924058,82.51435864709636
Imipenem,2005,6964.0,-4.0,4.0,13.569787478460654,4.954049396898334,81.476163124641
Imipenem,2006,10275.0,-4.0,4.0,39.74695863746959,5.771289537712895,54.481751824817515
Imipenem,2007,579.0,-4.0,4.0,58.203799654576855,2.763385146804836,39.03281519861831
Imipenem,2008,28.0,-4.0,4.0,64.28571428571429,7.142857142857143,28.571428571428573
Imipenem,2012,10224.0,-5.0,3.0,0.11737089201877934,6.748826291079812,93.13380281690141
Imipenem,2013,15822.0,-5.0,3.0,0.2591328529895083,7.1103526734926055,92.63051447351789
Imipenem,2014,19479.0,-5.0,3.0,0.19508188305354485,10.185327788900867,89.61959032804559
Imipenem,2015,17368.0,-5.0,3.0,0.08060801473975127,9.131736526946108,90.78765545831413
Imipenem,2016,20214.0,-5.0,3.0,0.2127238547541308,8.533689522113386,91.25358662313248
Imipenem,2017,20191.0,-5.0,3.0,0.12877024416819374,6.621762171264424,93.24946758456738
Imipenem,2018,26734.0,-4.0,3.0,0.7742949053639561,11.880002992444078,87.34570210219196
Imipenem,2019,31541.0,-4.0,3.0,0.8623696141530072,16.099679781871217,83.03795060397577
