Drug,Year,n,min_idx,max_idx,pct_left,pct_right,pct_exact
Imipenem,2020,33301.0,-4.0,3.0,0.6846641242004745,16.684183658148402,82.63115221765112
Imipenem,2021,36096.0,-4.0,3.0,0.7396941489361702,17.364804964539008,81.89550088652483
Imipenem,2022,33820.0,-4.0,3.0,0.8279124778237729,15.461265523358959,83.71082199881727
Imipenem,2023,26218.0,-4.0,3.0,0.7094362651613395,14.905789915325348,84.38477381951331
Imipenem,2024,25140.0,-4.0,3.0,0.6801909307875895,14.431185361972952,84.88862370723946
Levofloxacin,2004,8287.0,-7.0,5.0,3.8494026788946543,8.133220707131652,88.0173766139737
Levofloxacin,2005,7640.0,-7.0,5.0,3.6518324607329844,10.903141361256544,85.44502617801047
Levofloxacin,2006,16979.0,-7.0,5.0,3.280522998998763,12.097296660580717,84.62218034042051
Levofloxacin,2007,22527.0,-7.0,5.0,3.205042837483908,12.518311359701691,84.2766458028144
Levofloxacin,2008,29388.0,-7.0,5.0,1.8987341772151898,14.907445215734313,83.1938206070505
Levofloxacin,2009,33080.0,-7.0,5.0,1.7956469165659008,14.891172914147521,83.31318016928658
Levofloxacin,2010,26098.0,-7.0,5.0,1.3564257797532377,16.514675454057784,82.12889876618898
Levofloxacin,2011,18337.0,-7.0,5.0,3.2938866772100126,12.21573867044773,84.49037465234225
Levofloxacin,2012,40345.0,-8.0,5.0,5.676044119469575,22.721526831081917,71.6024290494485
Levofloxacin,2013,58059.0,-8.0,5.0,6.949826900222188,21.48159630720474,71.56857679257307
Levofloxacin,2014,59378.0,-8.0,5.0,4.8957526356563035,22.592542692579745,72.51170467176395
Levofloxacin,2015,55894.0,-8.0,5.0,1.1253444019036032,17.762192721937954,81.11246287615845
Levofloxacin,2016,60419.0,-8.0,5.0,1.153610619176087,16.897002598520334,81.94938678230358
Levofloxacin,2017,55764.0,-8.0,5.0,8.844415752098127,16.214762212179902,74.94082203572196
Levofloxacin,2018,42102.0,-8.0,3.0,32.00085506626763,20.034677687520784,47.96446724621158
Levofloxacin,2019,50494.0,-8.0,3.0,29.13019368637858,20.947043213055018,49.92276310056641
Levofloxacin,2020,52781.0,-8.0,3.0,28.92328678880658,20.51685265531157,50.559860555881855
Levofloxacin,2021,55622.0,-8.0,3.0,28.857286685124592,20.409190608032795,50.733522706842614
Levofloxacin,2022,51746.0,-8.0,3.0,30.533761063657096,19.300042515363508,50.1661964209794
Levofloxacin,2023,42062.0,-8.0,3.0,29.996196091484,19.60677095715848,50.39703295135752
Levofloxacin,2024,39315.0,-8.0,3.0,32.008139387002416,19.799058883377846,48.19280172961974
Meropenem,2004,452.0,-4.0,4.0,63.49557522123894,4.424778761061947,32.07964601769911
Meropenem,2005,692.0,-4.0,4.0,59.39306358381503,5.635838150289017,34.971098265895954
Meropenem,2006,6754.0,-4.0,4.0,48.77109860823216,7.5362748001184485,43.69262659164939
Meropenem,2007,23236.0,-4.0,4.0,53.31812704424169,6.16285074883801,40.5190222069203
Meropenem,2008,30637.0,-4.0,4.0,56.32405261611777,7.275516532297549,36.40043085158469
Meropenem,2009,34724.0,-4.0,4.0,58.51572399493146,7.890795991245248,33.59348001382329
Meropenem,2010,27471.0,-4.0,4.0,59.11324669651633,8.099450329438318,32.78730297404536
Meropenem,2011,19372.0,-4.0,4.0,56.48874664464175,6.540367540780508,36.97088581457774
Meropenem,2012,41236.0,-8.0,4.0,24.357357648656514,12.828596372102046,62.81404597924144
Meropenem,2013,59188.0,-8.0,4.0,23.46421571940258,11.5952557950936,64.94052848550382
Meropenem,2014,60863.0,-8.0,4.0,23.229219722984407,12.442699176839788,64.32808110017581
Meropenem,2015,57408.0,-8.0,4.0,23.554208472686735,10.738921404682275,65.70687012263099
Meropenem,2016,61482.0,-8.0,4.0,20.91994404866465,9.477570671090726,69.60248528024462
Meropenem,2017,56412.0,-8.0,4.0,19.545486775863292,7.907891937885556,72.54662128625115
Meropenem,2018,31586.0,-6.0,4.0,57.506490217184826,8.28215031976192,34.21135946305325
Meropenem,2019,37832.0,-6.0,4.0,51.80534996828082,10.890251638824276,37.3043983928949
Meropenem,2020,39049.0,-6.0,4.0,51.660733949653,10.691695049809214,37.64757100053779
Meropenem,2021,41264.0,-6.0,4.0,50.49922450562234,11.765703761147732,37.73507173322994
Meropenem,2022,37838.0,-6.0,4.0,52.99698715576933,10.558169036418416,36.444843807812255
Meropenem,2023,30595.0,-6.0,4.0,55.51233861742115,10.060467396633436,34.427193985945415
Meropenem,2024,29150.0,-6.0,4.0,58.81303602058319,9.753001715265865,31.433962264150942
Meropenem vaborbactam,2020,33301.0,-4.0,4.0,55.9502717636107,11.43208912645266,32.61763910993664
Meropenem vaborbactam,2021,36096.0,-4.0,4.0,54.88696808510638,12.051196808510639,33.06183510638298
Meropenem vaborbactam,2022,33823.0,-4.0,4.0,56.05948614847885,10.97773704284067,32.96277680868048
Meropenem vaborbactam,2023,26218.0,-4.0,4.0,58.92898009001449,10.725455793729498,30.345564116256007
Meropenem vaborbactam,2024,25140.0,-4.0,4.0,63.43277645186953,10.031821797931583,26.535401750198886
Minocycline,2004,8287.0,-2.0,4.0,34.7290937613129,10.027754313985762,55.24315192470134
Minocycline,2005,7640.0,-2.0,4.0,33.96596858638743,9.973821989528796,56.06020942408377
Minocycline,2006,16979.0,-2.0,4.0,32.35761823428942,11.785146357264857,55.857235408445725
Minocycline,2007,22525.0,-2.0,4.0,29.78912319644839,11.054384017758046,59.15649278579356
Minocycline,2008,29386.0,-2.0,4.0,23.555434560675153,14.166609950316477,62.27795548900837
Minocycline,2009,33071.0,-2.0,4.0,22.68755102657918,15.173414774273533,62.13903419914729
Minocycline,2010,26098.0,-2.0,4.0,23.224001839221398,16.445704651697447,60.33029350908116
Minocycline,2011,18337.0,-2.0,4.0,28.974205158968207,10.383377869880569,60.64241697115123
Minocycline,2012,30266.0,-6.0,4.0,28.71539020683275,11.111478226392652,60.1731315667746
Minocycline,2013,42615.0,-6.0,4.0,38.24474950134929,10.271031326997536,51.48421917165317
Minocycline,2014,40386.0,-6.0,4.0,40.11291041450007,10.122319615708413,49.76476996979151
Minocycline,2015,39313.0,-6.0,4.0,45.567623941189936,8.195762216060846,46.236613842749215
Minocycline,2016,40945.0,-6.0,4.0,45.11417755525705,7.703016241299304,47.18280620344365
Minocycline,2017,36372.0,-6.0,4.0,43.11008468052348,7.761464863081491,49.12845045639503
Piperacillin tazobactam,2004,8287.0,-4.0,7.0,19.56075781344274,8.290092916616388,72.14914926994088
Piperacillin tazobactam,2005,7656.0,-4.0,7.0,18.39080459770115,8.908045977011493,72.70114942528735
Piperacillin tazobactam,2006,17032.0,-4.0,7.0,16.844762799436356,11.167214654767497,71.98802254579614
Piperacillin tazobactam,2007,23815.0,-4.0,7.0,17.719924417384,10.728532437539366,71.55154314507664
Piperacillin tazobactam,2008,30664.0,-4.0,7.0,15.099139055570049,13.373989042525437,71.52687190190451
Piperacillin tazobactam,2009,34714.0,-4.0,7.0,14.106700466670507,13.91369476291986,71.97960477040964
Piperacillin tazobactam,2010,27471.0,-4.0,7.0,14.72825889119435,13.526992100760802,71.74474900804485
Piperacillin tazobactam,2011,19372.0,-4.0,7.0,18.459632459219492,9.601486681808796,71.93888085897171
Piperacillin tazobactam,2012,38655.0,-6.0,7.0,14.655283921872979,17.63290648040357,67.71180959772344
Piperacillin tazobactam,2013,55031.0,-6.0,7.0,12.069560793007577,16.806890661627083,71.12354854536534
Piperacillin tazobactam,2014,56414.0,-6.0,7.0,12.567802318573404,16.549083560818236,70.88311412060835
Piperacillin tazobactam,2015,53361.0,-6.0,7.0,11.555255711099868,16.2778058881955,72.16693840070464
Piperacillin tazobactam,2016,57487.0,-6.0,7.0,10.882460382347313,14.088402595369388,75.0291370222833
Piperacillin tazobactam,2017,51966.0,-6.0,7.0,11.549859523534618,12.000153946811377,76.449986529654
Piperacillin tazobactam,2018,31587.0,-5.0,6.0,14.56611897299522,14.448982176211732,70.98489885079304
Piperacillin tazobactam,2019,37832.0,-5.0,6.0,12.98371748784098,17.953055614294776,69.06322689786424
Piperacillin tazobactam,2020,39049.0,-5.0,6.0,17.10415119465287,17.378165894133012,65.51768291121411
Piperacillin tazobactam,2021,41264.0,-5.0,6.0,15.238464521132222,18.078712679333076,66.6828227995347
Piperacillin tazobactam,2022,37838.0,-5.0,6.0,14.628151593636026,17.154712194090596,68.21713621227337
Piperacillin tazobactam,2023,30595.0,-5.0,6.0,17.450563817617258,16.198725281908807,66.35071090047393
Piperacillin tazobactam,2024,29150.0,-5.0,6.0,17.495711835334475,15.718696397941681,66.78559176672384
Tetracycline,2014,68.0,-2.0,2.0,0.0,25.0,75.0
Tigecycline,2004,8287.0,-7.0,4.0,0.265476046820321,1.2791118619524557,98.45541209122722
Tigecycline,2005,7656.0,-7.0,4.0,0.4049111807732497,1.7241379310344827,97.87095088819227
Tigecycline,2006,17032.0,-7.0,4.0,0.4873179896665101,1.279943635509629,98.23273837482387
Tigecycline,2007,23815.0,-7.0,4.0,2.5614108754986353,0.8817971866470712,96.5567919378543
Tigecycline,2008,30665.0,-7.0,4.0,1.8066199249959236,0.8348279797815099,97.35855209522256
Tigecycline,2009,34724.0,-7.0,5.0,2.47667319433245,0.8668356180163576,96.6564911876512
Tigecycline,2010,27471.0,-7.0,5.0,2.839357868297477,2.0093917221797533,95.15125040952277
Tigecycline,2011,19372.0,-7.0,4.0,2.8494734668593846,2.932066900681396,94.21845963245921
Tigecycline,2012,41236.0,-7.0,5.0,1.5374915122708313,3.0167814530992336,95.44572703462994
Tigecycline,2013,59188.0,-7.0,4.0,1.2418057714401567,3.3959586402649187,95.36223558829492
Tigecycline,2014,60863.0,-7.0,5.0,1.8303402724150961,4.679361845456189,93.49029788212871
Tigecycline,2015,57408.0,-7.0,5.0,1.5433389074693422,4.00466833890747,94.45199275362319
Tigecycline,2016,61482.0,-7.0,5.0,1.9013695065222342,3.2562375979961615,94.84239289548161
Tigecycline,2017,56412.0,-7.0,4.0,0.797702616464582,4.2490959370346735,94.95320144650074
Tigecycline,2018,42691.0,-7.0,3.0,1.574102269799255,3.5065938956688765,94.91930383453187
Tigecycline,2019,51586.0,-7.0,4.0,1.9055557709456055,4.142596828596906,93.9518474004575
Tigecycline,2020,53821.0,-7.0,5.0,1.2430092343137438,5.031493283290909,93.72549748239535
Tigecycline,2021,56336.0,-7.0,4.0,0.7206759443339961,4.911601817665436,94.36772223800057
Tigecycline,2022,52480.0,-7.0,3.0,0.8860518292682927,4.496951219512195,94.6169969512195
Tigecycline,2023,42723.0,-7.0,4.0,1.1047913301968495,4.072747700301945,94.82246096950121
Tigecycline,2024,39962.0,-7.0,4.0,0.6931585005755467,2.7426054752014415,96.564236024223
Trimethoprim sulfa,2014,11920.0,-2.0,2.0,88.54026845637584,7.030201342281879,4.429530201342282
Trimethoprim sulfa,2015,10967.0,-2.0,2.0,85.77550834321146,6.7383970092094465,7.486094647579101
Trimethoprim sulfa,2016,11177.0,-2.0,2.0,84.01180996689631,6.289702066744207,9.698487966359489
Trimethoprim sulfa,2017,10804.0,-2.0,2.0,84.57052943354313,7.238059977786005,8.191410588670863
Trimethoprim sulfa,2018,37837.0,-5.0,5.0,37.286254195628615,25.771070645135715,36.94267515923567
Trimethoprim sulfa,2019,45306.0,-5.0,5.0,34.183110404802896,24.974617048514546,40.84227254668256
Trimethoprim sulfa,2020,48073.0,-5.0,5.0,34.998855906641985,24.335905809914088,40.66523828344393
Trimethoprim sulfa,2021,51169.0,-5.0,5.0,34.9117629814927,21.387949735191228,43.70028728331607
Trimethoprim sulfa,2022,48466.0,-5.0,5.0,36.961993975157846,21.280897949077705,41.75710807576446
Trimethoprim sulfa,2023,38346.0,-5.0,5.0,36.64789026234809,23.094977311844783,40.25713242580712
Trimethoprim sulfa,2024,35952.0,-5.0,5.0,38.161993769470406,22.215732087227416,39.62227414330218
