Species,Drug,Country,first_cross_year,years_before,PRAS,pct_above_ecoff,pct_above_bp
Pseudomonas aeruginosa,Ceftazidime avibactam,Brazil,2021,1,0.41674409282957736,20.33333333333333,7.0
Pseudomonas aeruginosa,Ceftazidime avibactam,Brazil,2021,2,0.23450289153739604,16.666666666666668,4.022988505747127
Pseudomonas aeruginosa,Ceftazidime avibactam,Brazil,2021,3,0.32328168091678494,16.379310344827587,6.0344827586206895
Pseudomonas aeruginosa,Ceftazidime avibactam,Brazil,2021,4,0.27497843331986455,14.074074074074074,4.444444444444445
Pseudomonas aeruginosa,Ceftazidime avibactam,Brazil,2021,5,0.5415011361655406,15.68627450980392,6.862745098039215
Pseudomonas aeruginosa,Ceftazidime avibactam,Czech Republic,2021,1,0.4973069337584877,11.585365853658535,7.926829268292683
Pseudomonas aeruginosa,Ceftazidime avibactam,Czech Republic,2021,2,0.3772790734483912,15.92356687898089,5.732484076433121
Pseudomonas aeruginosa,Ceftazidime avibactam,Czech Republic,2021,3,0.3924732919046011,22.54901960784314,6.862745098039215
Pseudomonas aeruginosa,Ceftazidime avibactam,Czech Republic,2021,4,0.4502708069407501,19.17808219178082,8.219178082191782
Pseudomonas aeruginosa,Ceftazidime avibactam,Czech Republic,2021,5,0.5190981211516539,12.06896551724138,9.482758620689657
Pseudomonas aeruginosa,Ceftazidime avibactam,"Korea, South",2021,1,0.5097472983976611,14.438502673796792,8.556149732620321
Pseudomonas aeruginosa,Ceftazidime avibactam,"Korea, South",2021,2,0.19164115102955032,14.743589743589745,3.2051282051282053
Pseudomonas aeruginosa,Ceftazidime avibactam,"Korea, South",2021,3,0.4138559841962259,16.853932584269664,7.865168539325842
Pseudomonas aeruginosa,Ceftazidime avibactam,"Korea, South",2021,4,0.3869807471616113,16.52173913043478,6.956521739130435
Pseudomonas aeruginosa,Ceftazidime avibactam,"Korea, South",2021,5,0.37829798198428116,14.130434782608695,7.608695652173913
Pseudomonas aeruginosa,Ceftazidime avibactam,South Africa,2022,1,0.23901012099528005,6.25,4.861111111111111
Pseudomonas aeruginosa,Ceftazidime avibactam,South Africa,2022,2,0.4039431805712453,14.0,7.5
Pseudomonas aeruginosa,Ceftazidime avibactam,South Africa,2022,3,0.43989909221130985,15.753424657534246,7.534246575342466
Pseudomonas aeruginosa,Ceftazidime avibactam,South Africa,2022,4,0.2989666418999111,16.3265306122449,5.1020408163265305
Pseudomonas aeruginosa,Ceftazidime avibactam,South Africa,2022,5,0.25798669046044065,13.291139240506327,6.329113924050633
Pseudomonas aeruginosa,Ceftazidime avibactam,Sweden,2022,1,0.14204388578034124,5.555555555555555,2.7777777777777777
Pseudomonas aeruginosa,Ceftazidime avibactam,Sweden,2022,2,0.07444774441938058,0.0,0.0
Pseudomonas aeruginosa,Ceftazidime avibactam,Sweden,2022,3,0.08656521692845763,11.363636363636363,2.272727272727273
Pseudomonas aeruginosa,Ceftazidime avibactam,Sweden,2022,4,0.07257948558643226,12.0,0.0
Pseudomonas aeruginosa,Ceftazidime avibactam,Taiwan,2023,1,0.13525445713985607,6.882591093117409,3.238866396761133
Pseudomonas aeruginosa,Ceftazidime avibactam,Taiwan,2023,2,0.18180229249267205,10.612244897959185,3.673469387755102
Pseudomonas aeruginosa,Ceftazidime avibactam,Taiwan,2023,3,0.19226969571951175,8.641975308641975,3.703703703703704
Pseudomonas aeruginosa,Ceftazidime avibactam,Taiwan,2023,4,0.14467891903651198,14.285714285714286,3.007518796992481
Pseudomonas aeruginosa,Ceftazidime avibactam,Taiwan,2023,5,0.12274258665956445,13.131313131313131,2.0202020202020203
Pseudomonas aeruginosa,Ceftazidime avibactam,Turkey,2019,1,0.5215803261871675,36.66666666666666,8.333333333333334
Pseudomonas aeruginosa,Ceftazidime avibactam,Turkey,2019,2,0.14606932800765227,8.461538461538462,3.076923076923077
Pseudomonas aeruginosa,Ceftazidime avibactam,Turkey,2019,3,0.4552836326864555,15.2,8.8
