Species,Drug,Year,countries,n_total,n_above_ecoff,n_above_bp,pct_above_ecoff,pct_above_bp,pct_above_ecoff_lo,pct_above_ecoff_hi,pct_above_bp_lo,pct_above_bp_hi
Klebsiella pneumoniae,Ceftriaxone,2011,28,1751,737,613,42.090234151913194,35.00856653340948,39.79757070096541,44.41752755718994,32.809398486951494,37.27336896984112
Klebsiella pneumoniae,Ceftriaxone,2012,22,1666,735,622,44.11764705882353,37.334933973589436,41.749622289496145,46.5127364533259,35.04392468501538,39.68421505718311
Klebsiella pneumoniae,Ceftriaxone,2013,28,2149,916,765,42.624476500698,35.59795253606328,40.548612584416404,44.72666169548111,33.600913845604964,37.646388297160236
Klebsiella pneumoniae,Ceftriaxone,2014,24,1972,898,755,45.537525354969574,38.28600405679513,43.35032020263012,47.7420825195474,36.16535296506765,40.45220418064836
Klebsiella pneumoniae,Ceftriaxone,2015,38,2414,1145,994,47.43164871582436,41.1764705882353,45.44537046303554,49.426088145318325,39.2287316713127,43.15224709609655
Klebsiella pneumoniae,Ceftriaxone,2016,48,6565,3188,2776,48.56054836252856,42.28484386900229,47.35275906118239,49.770021246656995,41.09469630191693,43.48401508348674
Klebsiella pneumoniae,Ceftriaxone,2017,46,6151,2913,2518,47.358153145829945,40.936433100308896,46.11240996542486,48.60719407028539,39.713635444055726,42.17054455538099
Klebsiella pneumoniae,Colistin,2018,52,4303,176,176,4.090169649082036,4.090169649082036,3.5381809793396495,4.724056259319496,3.5381809793396495,4.724056259319496
Klebsiella pneumoniae,Colistin,2019,51,5638,226,226,4.008513657325293,4.008513657325293,3.5270181350206884,4.552639227701057,3.5270181350206884,4.552639227701057
Klebsiella pneumoniae,Colistin,2020,56,6208,282,282,4.542525773195877,4.542525773195877,4.052039405843378,5.089234765189598,4.052039405843378,5.089234765189598
Klebsiella pneumoniae,Colistin,2021,58,6574,330,330,5.0197748707027685,5.0197748707027685,4.517716594120401,5.574370042149954,4.517716594120401,5.574370042149954
Klebsiella pneumoniae,Colistin,2022,58,6139,290,290,4.723896400065157,4.723896400065157,4.220930346747925,5.283489761349417,4.220930346747925,5.283489761349417
Klebsiella pneumoniae,Colistin,2023,56,5072,241,241,4.7515772870662465,4.7515772870662465,4.19957024012756,5.372073452100232,4.19957024012756,5.372073452100232
Klebsiella pneumoniae,Colistin,2024,54,5292,253,253,4.780801209372638,4.780801209372638,4.238030094843592,5.389173868589035,4.238030094843592,5.389173868589035
Klebsiella pneumoniae,Imipenem,2012,33,1946,292,132,15.00513874614594,6.7831449126413155,13.487455205291521,16.660711773178267,5.748924439264736,7.987651814616459
Klebsiella pneumoniae,Imipenem,2013,39,3088,402,214,13.018134715025907,6.930051813471502,11.8770743096094,14.251091367062301,6.086781770340383,7.880346382000561
Klebsiella pneumoniae,Imipenem,2014,38,4249,641,320,15.085902565309485,7.531183807954813,14.041294830666128,16.193583926776572,6.775499478888467,8.363589646696532
Klebsiella pneumoniae,Imipenem,2015,34,3682,671,330,18.22379141770777,8.962520369364476,17.010197904004208,19.50362055120694,8.082141958837896,9.928438969216833
Klebsiella pneumoniae,Imipenem,2016,32,4136,713,374,17.238878143133462,9.042553191489361,16.118277643336086,18.420278314505097,8.206115650587911,9.955001539510217
Klebsiella pneumoniae,Imipenem,2017,33,4208,835,448,19.84315589353612,10.64638783269962,18.665899597028083,21.075421988456426,9.750118587161905,11.614442914463268
Klebsiella pneumoniae,Imipenem,2018,52,4303,1025,657,23.820590285847082,15.268417383221008,22.571502198295025,25.116379476900896,14.22474154873791,16.37405042958459
Klebsiella pneumoniae,Imipenem,2019,51,5638,1547,974,27.438808087974458,17.27562965590635,26.28974806542021,28.618591373601028,16.31121816421884,18.28460437115394
Klebsiella pneumoniae,Imipenem,2020,56,6208,1801,1140,29.010953608247423,18.36340206185567,27.89532495148596,30.152541896443168,17.41992145239481,19.346011386694055
Klebsiella pneumoniae,Imipenem,2021,58,6574,1933,1411,29.40371159111652,21.463340432004866,28.314646025713042,30.51683361767894,20.48768407845625,22.472327598798806
Klebsiella pneumoniae,Imipenem,2022,58,6138,1576,1133,25.676115998696645,18.45878136200717,24.598708009949863,26.783951083087885,17.508046779283937,19.448971307870178
Klebsiella pneumoniae,Imipenem,2023,56,5072,1401,1044,27.62223974763407,20.58359621451104,26.408999534608224,28.86935148529528,19.49336720999066,21.71835060648161
Klebsiella pneumoniae,Imipenem,2024,54,5292,1578,1195,29.81859410430839,22.58125472411187,28.601076650813578,31.065389639594294,21.47486598329853,23.727421083538392
Klebsiella pneumoniae,Meropenem,2007,37,2292,316,79,13.787085514834207,3.4467713787085517,12.436115625720594,15.259240095719642,2.774391107364619,4.274939681523012
Klebsiella pneumoniae,Meropenem,2008,41,3163,366,139,11.571293076193488,4.394562124565286,10.502837544028091,12.732978596092654,3.7338479617268105,5.165917387614345
Klebsiella pneumoniae,Meropenem,2009,45,3582,411,203,11.474036850921273,5.667225013958682,10.471344824508574,12.559273464240187,4.956450249584475,6.472985868193081
Klebsiella pneumoniae,Meropenem,2010,42,2839,388,160,13.66678407890102,5.635787249031349,12.452244363906884,14.979516081299177,4.845897858614876,6.545573087325051
Klebsiella pneumoniae,Meropenem,2011,28,1751,220,139,12.564249000571102,7.938320959451742,11.0932839082397,14.199112541008136,6.762217434313214,9.298575830173483
Klebsiella pneumoniae,Meropenem,2012,42,3616,467,288,12.914823008849558,7.964601769911504,11.86097449274569,14.047382806588432,7.126095066216497,8.892326331984748
Klebsiella pneumoniae,Meropenem,2013,49,5237,691,384,13.194577047928203,7.332442237922475,12.304897763823206,14.138211986963631,6.657298858779797,8.0701349872037
Klebsiella pneumoniae,Meropenem,2014,44,6224,863,544,13.865681233933161,8.740359897172237,13.029382399909897,14.746556828129757,8.06391972908248,9.467699629568399
Klebsiella pneumoniae,Meropenem,2015,48,5967,842,564,14.11094352270823,9.451985922574158,13.250697954351592,15.017368958181388,8.735568028543826,10.22057854856266
Klebsiella pneumoniae,Meropenem,2016,48,6565,1041,651,15.856816450875856,9.916222391469915,14.993231428016571,16.76033534470268,9.216513354011333,10.662813419314876
Klebsiella pneumoniae,Meropenem,2017,46,6151,1004,641,16.322549178995285,10.42106974475695,15.42003982189009,17.267097162564024,9.682066649789622,11.209478119051091
Klebsiella pneumoniae,Meropenem,2018,52,4303,862,652,20.032535440390426,15.152219381826633,18.86362090483597,21.254908540494817,14.1120046349248,16.25459862469018
Klebsiella pneumoniae,Meropenem,2019,51,5638,1242,970,22.02908832919475,17.20468251152891,20.966526204213654,23.129740537403077,16.241923411618085,18.212101449034634
Klebsiella pneumoniae,Meropenem,2020,56,6208,1425,1092,22.954252577319586,17.59020618556701,21.925055766986883,24.016900056246413,16.66322668804377,18.55727070108393
Klebsiella pneumoniae,Meropenem,2021,58,6574,1653,1346,25.14450867052023,20.474596896866444,24.110492925550272,26.207555624894695,19.51654720799998,21.467132251249517
Klebsiella pneumoniae,Meropenem,2022,58,6139,1377,1121,22.430363251343866,18.26030298094152,21.404357937981327,23.49085020483384,17.313821325819802,19.246481815258683
Klebsiella pneumoniae,Meropenem,2023,56,5072,1225,1038,24.152208201892744,20.465299684542586,22.99415361237407,25.349386640571737,19.377533001522483,21.597770811530776
Klebsiella pneumoniae,Meropenem,2024,54,5292,1394,1177,26.3416477702192,22.2411186696901,25.172334128675555,27.54528365745803,21.141032229763198,23.381476179046885
Pseudomonas aeruginosa,Cefepime,2008,42,3177,985,572,31.004091910607492,18.004406672961913,29.419564450299028,32.634501568838616,16.707240916389686,19.37885371236492
